"","lon","lat"
"246",-117.086421,33.1192068
"247",-80.0728201,26.4614625
"248",-80.148379,25.9812024
"249",-118.255075,34.1425078
"250",-75.1652215,39.9525839
"251",-112.0740373,33.4483771
"252",-74.3392821,39.9711696
"253",-88.0398912,30.6953657
"254",-112.0740373,33.4483771
"255",-117.8531007,33.7879139
"256",-112.0740373,33.4483771
"257",-80.1917902,25.7616798
"258",-76.6121893,39.2903848
"259",-118.1937395,33.7700504
"260",-117.9188221,33.6412156
"261",-111.9260519,33.4941704
"262",-112.2718239,33.5975393
"263",-112.2373779,33.5805955
"264",-76.6121893,39.2903848
"265",-112.0740373,33.4483771
"266",-118.1937395,33.7700504
"267",-117.9143012,33.8365932
"268",-83.9207392,35.9606384
"269",-72.795027,41.7360305
"270",-110.926479,32.2217429
"271",-86.80249,33.5206608
"272",-86.80249,33.5206608
"273",-119.7725868,36.7468422
"274",-117.9143012,33.8365932
"275",-110.926479,32.2217429
"276",-117.2712717,32.8328112
"277",-112.0740373,33.4483771
"278",-86.80249,33.5206608
"279",-117.9188221,33.6412156
"280",-80.148379,25.9812024
"281",-72.9278835,41.308274
"282",-117.9188221,33.6412156
"283",-90.1994042,38.6270025
"284",-81.655651,30.3321838
"285",-90.1994042,38.6270025
"286",-112.0740373,33.4483771
"287",-94.6274636,39.114053
"288",-74.0059728,40.7127753
"289",-86.80249,33.5206608
"290",-77.0947092,38.984652
"291",-122.4194155,37.7749295
"292",-112.0740373,33.4483771
"293",-157.8583333,21.3069444
"294",-97.7430608,30.267153
"295",-83.373339,42.5678534
"296",-72.9278835,41.308274
"297",-112.0740373,33.4483771
"298",-80.0533746,26.7153424
"299",-112.0740373,33.4483771
"300",-118.451357,34.1489719
"301",-112.0740373,33.4483771
"302",-112.0740373,33.4483771
"303",-118.255075,34.1425078
"304",-86.80249,33.5206608
"305",-74.0323626,40.7439905
"306",-76.6121893,39.2903848
"307",-71.4128343,41.8239891
"308",-86.80249,33.5206608
"309",-82.4571776,27.950575
"310",-86.01335,39.9567548
"311",-81.6943605,41.49932
"312",-117.8531007,33.7879139
"313",-86.80249,33.5206608
"314",-93.2650108,44.977753
"315",-118.2436849,34.0522342
"316",-112.2718239,33.5975393
"317",-82.9987942,39.9611755
"318",-112.0740373,33.4483771
"319",-118.0368507,33.8169366
"320",-118.0718894,33.8032009
"321",-117.8265049,33.6845673
"322",-77.0947092,38.984652
"323",-86.80249,33.5206608
"324",-112.0740373,33.4483771
"325",-111.8910474,40.7607793
"326",-71.0588801,42.3600825
"327",-86.80249,33.5206608
"328",-118.255075,34.1425078
"329",-76.6121893,39.2903848
"330",-72.2517569,43.6422934
"331",-111.9400054,33.4255104
"332",-71.2760089,42.4906231
"333",-112.0740373,33.4483771
"334",-95.712891,37.09024
"335",-110.926479,32.2217429
"336",-112.0740373,33.4483771
"337",-112.2718239,33.5975393
"338",-72.9278835,41.308274
"339",-72.9278835,41.308274
"340",-81.6943605,41.49932
"341",-72.9278835,41.308274
"342",-77.0947092,38.984652
"343",-86.5861037,34.7303688
"344",-72.9278835,41.308274
"345",-93.7501789,32.5251516
"346",-77.0947092,38.984652
"347",-74.0059728,40.7127753
"348",-111.8910474,40.7607793
"349",-122.3320708,47.6062095
"350",-73.8648268,40.8447819
"351",-72.9278835,41.308274
"352",-74.0059728,40.7127753
"353",-78.7566714,36.1320892
"354",-112.0740373,33.4483771
"355",-81.7948103,26.1420358
"356",-118.2436849,34.0522342
"357",-95.3698028,29.7604267
"358",-118.1445155,34.1477849
"359",-112.2718239,33.5975393
"360",-74.6049061,40.5939636
"361",-82.8001026,27.9658533
"362",-96.7311034,43.5445959
"363",-73.8648268,40.8447819
"364",-122.4194155,37.7749295
"365",-86.80249,33.5206608
"366",-118.0718894,33.8032009
"367",-81.6943605,41.49932
"368",-117.8265049,33.6845673
"369",-121.4943996,38.5815719
"370",-93.0899578,44.9537029
"371",-87.5772293,33.229007
"372",-92.2895948,34.7464809
"373",-74.6672226,40.3572976
"374",-112.0740373,33.4483771
"375",-86.80249,33.5206608
"376",-94.6274636,39.114053
"377",-112.2718239,33.5975393
"378",-112.0740373,33.4483771
"379",-122.1817252,37.4529598
"380",-118.2436849,34.0522342
"381",-122.1430195,37.4418834
"382",-86.158068,39.768403
"383",-73.212072,44.4758825
"384",-112.1859866,33.5386523
"385",-111.8314724,33.4151843
"386",-77.0947092,38.984652
"387",-80.244216,36.0998596
"388",-86.80249,33.5206608
"389",-111.8314724,33.4151843
"390",-118.255075,34.1425078
"391",-117.1610838,32.715738
"392",-78.898619,35.9940329
"393",-118.072846,34.0805651
"394",-87.5691735,33.2098407
"395",-76.6121893,39.2903848
"396",-86.80249,33.5206608
"397",-122.7140548,38.440429
"398",-112.2718239,33.5975393
"399",-96.7969879,32.7766642
"400",-117.9188221,33.6412156
"401",-104.990251,39.7392358
"402",-72.9278835,41.308274
"403",-112.0740373,33.4483771
"404",-112.0740373,33.4483771
"405",-117.9188221,33.6412156
"406",-118.2436849,34.0522342
"407",-118.2436849,34.0522342
"408",-82.6267345,27.7518284
"409",-111.8910474,40.7607793
"410",-74.6796651,40.2115109
"411",-118.1170117,33.8816818
"412",-82.3878709,28.5552719
"413",-122.6764815,45.5230622
"414",-93.2650108,44.977753
"415",-94.1718542,36.082156
"416",-89.4012302,43.0730517
"417",-90.1994042,38.6270025
"418",-112.2373779,33.5805955
"419",-112.0740373,33.4483771
"420",-112.2373779,33.5805955
"421",-117.9188221,33.6412156
"422",-118.255075,34.1425078
"423",-112.2718239,33.5975393
"424",-86.80249,33.5206608
"425",-89.4012302,43.0730517
"426",-117.9188221,33.6412156
"427",-117.2712717,32.8328112
"428",-72.9278835,41.308274
"429",-122.1430195,37.4418834
"430",-112.0740373,33.4483771
"431",-118.255075,34.1425078
"432",-112.3579364,33.4933743
"433",-86.80249,33.5206608
"434",-117.9188221,33.6412156
"435",-80.1917902,25.7616798
"436",-117.8265049,33.6845673
"437",-89.4012302,43.0730517
"438",-117.2712717,32.8328112
"439",-78.898619,35.9940329
"440",-84.3879824,33.7489954
"441",-86.80249,33.5206608
"442",-82.4571776,27.950575
"443",-112.0740373,33.4483771
"444",-83.3677168,42.4989936
"445",-72.9278835,41.308274
"446",-76.6121893,39.2903848
"447",-72.9278835,41.308274
"448",-84.5037164,38.0405837
"449",-118.255075,34.1425078
"450",-86.8163773,33.2442813
"451",-72.9278835,41.308274
"452",-95.3698028,29.7604267
"453",-82.3878709,28.5552719
"454",-84.5037164,38.0405837
"455",-72.9278835,41.308274
"456",-72.9278835,41.308274
"457",-112.0740373,33.4483771
"458",-80.0728201,26.4614625
"459",-112.0740373,33.4483771
"460",-86.80249,33.5206608
"461",-112.2718239,33.5975393
"462",-74.0059728,40.7127753
"463",-71.0588801,42.3600825
"464",-111.789027,33.3528264
"465",-112.0740373,33.4483771
"466",-118.255075,34.1425078
"467",-122.1660756,37.424106
"468",-118.2436849,34.0522342
"469",-74.0059728,40.7127753
"470",-112.0740373,33.4483771
"471",-112.0740373,33.4483771
"472",-76.6121893,39.2903848
"473",-74.0059728,40.7127753
"474",-110.926479,32.2217429
"475",-77.0368707,38.9071923
"476",-90.1994042,38.6270025
"477",-95.3698028,29.7604267
"478",-112.2718239,33.5975393
"479",-78.898619,35.9940329
"480",-110.926479,32.2217429
"481",-78.898619,35.9940329
"482",-80.244216,36.0998596
"483",-122.1660756,37.424106
"484",-118.255075,34.1425078
"485",-86.80249,33.5206608
"486",-80.3035602,25.9860762
"487",-89.4012302,43.0730517
"488",-80.1917902,25.7616798
"489",-118.2436849,34.0522342
"490",-74.0059728,40.7127753
"491",-111.8910474,40.7607793
"492",-77.4360481,37.5407246
"493",-76.6121893,39.2903848
"494",-74.0386271,40.2091219
"495",-104.8319195,39.7294319
"496",-118.255075,34.1425078
"497",-112.2373779,33.5805955
"498",-80.1917902,25.7616798
"499",-71.0588801,42.3600825
"500",-71.0588801,42.3600825
"501",-111.9260519,33.4941704
"502",-73.6406845,40.7492678
"503",-74.0059728,40.7127753
"504",-112.2718239,33.5975393
"505",-75.1652215,39.9525839
"506",-112.0740373,33.4483771
"507",-80.0997657,26.3184123
"508",-92.4801989,44.0121221
"509",-90.1994042,38.6270025
"510",-95.9979883,41.2523634
"511",-80.1917902,25.7616798
"512",-86.80249,33.5206608
"513",-72.9278835,41.308274
"514",-112.0740373,33.4483771
"515",-82.9987942,39.9611755
"516",-74.0059728,40.7127753
"517",-86.158068,39.768403
"518",-118.2436849,34.0522342
"519",-111.8910474,40.7607793
"520",-86.80249,33.5206608
"521",-111.9260519,33.4941704
"522",-118.255075,34.1425078
"523",-94.6274636,39.114053
"524",-87.9064736,43.0389025
"525",-112.2718239,33.5975393
"526",-118.2436849,34.0522342
"527",-112.0740373,33.4483771
"528",-122.3320708,47.6062095
"529",-87.9064736,43.0389025
"530",-112.0740373,33.4483771
"531",-74.1723667,40.735657
"532",-122.0540996,37.4112691
"533",-117.8265049,33.6845673
"534",-118.255075,34.1425078
"535",-84.3879824,33.7489954
"536",-80.244216,36.0998596
"537",-78.898619,35.9940329
"538",-86.8163773,33.2442813
"539",-111.9260519,33.4941704
"540",-90.1994042,38.6270025
"541",-117.1610838,32.715738
"542",-73.3579049,41.1414717
"543",-112.0740373,33.4483771
"544",-74.1723667,40.735657
"545",-117.9379952,33.7742692
"546",-112.0740373,33.4483771
"547",-76.6121893,39.2903848
"548",-77.0368707,38.9071923
"549",-92.4801989,44.0121221
"550",-73.2612615,41.1408363
"551",-72.9278835,41.308274
"552",-74.0059728,40.7127753
"553",-80.0533746,26.7153424
"554",-89.4012302,43.0730517
"555",-118.442596,34.0412085
"556",-117.867653,33.7454725
"557",-80.244216,36.0998596
"558",-112.0740373,33.4483771
"559",-84.5037164,38.0405837
"560",-75.1251743,40.0959438
"561",-118.255075,34.1425078
"562",-76.6121893,39.2903848
"563",-76.6121893,39.2903848
"564",-111.9400054,33.4255104
"565",-97.7430608,30.267153
"566",-90.1994042,38.6270025
"567",-112.0740373,33.4483771
"568",-117.2712717,32.8328112
"569",-89.4012302,43.0730517
"570",-75.1652215,39.9525839
"571",-117.8265049,33.6845673
"572",-112.0740373,33.4483771
"573",-85.5872286,42.2917069
"574",-112.0740373,33.4483771
"575",-87.5710898,37.9715592
"576",-85.5872286,42.2917069
"577",-95.3698028,29.7604267
"578",-118.0368507,33.8169366
"579",-118.0368507,33.8169366
"580",-112.0740373,33.4483771
"581",-84.3879824,33.7489954
"582",-112.0740373,33.4483771
"583",-72.9278835,41.308274
"584",-115.1398296,36.1699412
"585",-79.9958864,40.4406248
"586",-81.3792365,28.5383355
"587",-75.1652215,39.9525839
"588",-117.9298493,33.6188829
"589",-76.6121893,39.2903848
"590",-117.9298493,33.6188829
"591",-76.6121893,39.2903848
"592",-118.255075,34.1425078
"593",-92.4801989,44.0121221
"594",-112.0740373,33.4483771
"595",-82.6267345,27.7518284
"596",-74.0059728,40.7127753
"597",-118.255075,34.1425078
"598",-74.0509725,40.2962222
"599",-118.255075,34.1425078
"600",-94.6707917,38.9822282
"601",-74.0509725,40.2962222
"602",-118.4003563,34.0736204
"603",-94.6274636,39.114053
"604",-118.0368507,33.8169366
"605",-74.0887576,40.3038147
"606",-71.0588801,42.3600825
"607",-94.6707917,38.9822282
"608",-77.0947092,38.984652
"609",-81.3792365,28.5383355
"610",-118.255075,34.1425078
"611",-89.4012302,43.0730517
"612",-82.6267345,27.7518284
"613",-87.5710898,37.9715592
"614",-72.9278835,41.308274
"615",-77.8653126,40.8147955
"616",-94.6274636,39.114053
"617",-75.1652215,39.9525839
"618",-75.1652215,39.9525839
"619",-122.6764815,45.5230622
"620",-80.1917902,25.7616798
"621",-92.2895948,34.7464809
"622",-118.255075,34.1425078
"623",-91.4984941,44.811349
"624",-93.2650108,44.977753
"625",-98.4936282,29.4241219
"626",-87.5691735,33.2098407
"627",-117.9298493,33.6188829
"628",-112.0740373,33.4483771
"629",-93.2650108,44.977753
"630",-112.0740373,33.4483771
"631",-112.0740373,33.4483771
"632",-112.0740373,33.4483771
"633",-84.3879824,33.7489954
"634",-118.2436849,34.0522342
"635",-71.0588801,42.3600825
"636",-76.6121893,39.2903848
"637",-84.5120196,39.1031182
"638",-97.7430608,30.267153
"639",-77.0368707,38.9071923
"640",-118.255075,34.1425078
"641",-112.0740373,33.4483771
"642",-74.0059728,40.7127753
"643",-112.0740373,33.4483771
"644",-74.0509725,40.2962222
"645",-74.0509725,40.2962222
"646",-71.1151431,42.3097365
"647",-122.3320708,47.6062095
"648",-72.9278835,41.308274
"649",-91.5301683,41.6611277
"650",-89.4012302,43.0730517
"651",-86.8163773,33.2442813
"652",-95.9979883,41.2523634
"653",-122.3320708,47.6062095
"654",-95.9979883,41.2523634
"655",-122.6764815,45.5230622
"656",-80.1917902,25.7616798
"657",-77.0368707,38.9071923
"658",-122.6764815,45.5230622
"659",-77.0947092,38.984652
"660",-72.9278835,41.308274
"661",-112.0740373,33.4483771
"662",-72.9278835,41.308274
"663",-118.2436849,34.0522342
"664",-122.3320708,47.6062095
"665",-77.0947092,38.984652
"666",-111.789027,33.3528264
"667",-122.4194155,37.7749295
"668",-112.2718239,33.5975393
"669",-122.1430195,37.4418834
"670",-78.898619,35.9940329
"671",-74.0059728,40.7127753
"672",-118.442596,34.0412085
"673",-89.4012302,43.0730517
"674",-104.8319195,39.7294319
"675",-71.0588801,42.3600825
"676",-71.0588801,42.3600825
"677",-74.0059728,40.7127753
"678",-80.244216,36.0998596
"679",-94.6274636,39.114053
"680",-90.1994042,38.6270025
"681",-122.3320708,47.6062095
"682",-117.8265049,33.6845673
"683",-122.6764815,45.5230622
"684",-79.9958864,40.4406248
"685",-112.2718239,33.5975393
"686",-81.6943605,41.49932
"687",-80.0533746,26.7153424
"688",-86.80249,33.5206608
"689",-90.0489801,35.1495343
"690",-121.4943996,38.5815719
"691",-82.3878709,28.5552719
"692",-122.1660756,37.424106
"693",-122.3320708,47.6062095
"694",-90.1994042,38.6270025
"695",-112.0740373,33.4483771
"696",-77.4419378,43.0986742
"697",-122.0540996,37.4112691
"698",-122.0540996,37.4112691
"699",-76.6121893,39.2903848
"700",-83.7430378,42.2808256
"701",-84.2963123,33.7748275
"702",-80.244216,36.0998596
"703",-83.1446485,42.4894801
"704",-92.2895948,34.7464809
"705",-71.0588801,42.3600825
"706",-122.3320708,47.6062095
"707",-112.0740373,33.4483771
"708",-155.9969261,19.639994
"709",-72.9278835,41.308274
"710",-90.0489801,35.1495343
"711",-84.5037164,38.0405837
"712",-85.5872286,42.2917069
"713",-85.5872286,42.2917069
"714",-72.9278835,41.308274
"715",-118.255075,34.1425078
"716",-80.1917902,25.7616798
"717",-84.3879824,33.7489954
"718",-93.2650108,44.977753
"719",-79.0558445,35.9131996
"720",-72.795027,41.7360305
"721",-86.80249,33.5206608
"722",-89.4012302,43.0730517
"723",-98.4936282,29.4241219
"724",-74.0059728,40.7127753
"725",-72.9278835,41.308274
"726",-94.6274636,39.114053
"727",-80.244216,36.0998596
"728",-71.0588801,42.3600825
"729",-72.9278835,41.308274
"730",-71.0588801,42.3600825
"731",-91.5301683,41.6611277
"732",-112.2718239,33.5975393
"733",-92.2895948,34.7464809
"734",-73.7562317,42.6525793
"735",-86.80249,33.5206608
"736",-74.0059728,40.7127753
"737",-122.3320708,47.6062095
"738",-72.795027,41.7360305
"739",-122.4194155,37.7749295
"740",-112.0740373,33.4483771
"741",-117.867653,33.7454725
"742",-121.4943996,38.5815719
"743",-74.0059728,40.7127753
"744",-75.1652215,39.9525839
"745",-93.2982799,44.840798
"746",-122.3320708,47.6062095
"747",-77.0947092,38.984652
"748",-77.0947092,38.984652
"749",-87.5691735,33.2098407
"750",-93.7501789,32.5251516
"751",-76.6121893,39.2903848
"752",-93.2650108,44.977753
"753",-80.244216,36.0998596
"754",-92.2670941,34.769536
"755",-78.898619,35.9940329
"756",-87.5691735,33.2098407
"757",-115.5694391,32.8475528
"758",-111.789027,33.3528264
"759",-81.3792365,28.5383355
"760",-118.2436849,34.0522342
"761",-87.6297982,41.8781136
"762",-72.9278835,41.308274
"763",-80.2781057,25.8575963
"764",-118.2436849,34.0522342
"765",-72.9278835,41.308274
"766",-118.2436849,34.0522342
"767",-84.2807329,30.4382559
"768",-112.2718239,33.5975393
"769",-122.4194155,37.7749295
"770",-117.2712717,32.8328112
"771",-86.158068,39.768403
"772",-73.9441579,40.6781784
"773",-93.2650108,44.977753
"774",-74.0059728,40.7127753
"775",-122.4194155,37.7749295
"776",-84.3879824,33.7489954
"777",-122.1430195,37.4418834
"778",-122.3320708,47.6062095
"779",-74.0059728,40.7127753
"780",-112.0740373,33.4483771
"781",-122.1430195,37.4418834
"782",-77.0947092,38.984652
"783",-74.0059728,40.7127753
"784",-76.6121893,39.2903848
"785",-76.6121893,39.2903848
"786",-72.9278835,41.308274
"787",-111.8910474,40.7607793
"788",-111.8910474,40.7607793
"789",-118.2436849,34.0522342
"790",-75.1652215,39.9525839
"791",-77.0947092,38.984652
"792",-79.9310512,32.7764749
"793",-112.0740373,33.4483771
"794",-71.0588801,42.3600825
"795",-72.9278835,41.308274
"796",-75.1652215,39.9525839
"797",-112.0740373,33.4483771
"798",-117.1610838,32.715738
"799",-84.3879824,33.7489954
"800",-74.0059728,40.7127753
"801",-77.0947092,38.984652
"802",-84.2963123,33.7748275
"803",-79.9958864,40.4406248
"804",-74.0059728,40.7127753
"805",-115.1398296,36.1699412
"806",-95.9979883,41.2523634
"807",-82.0037608,28.927019
"808",-87.5691735,33.2098407
"809",-77.0947092,38.984652
"810",-75.1652215,39.9525839
"811",-75.1652215,39.9525839
"812",-73.7562317,42.6525793
"813",-74.0059728,40.7127753
"814",-75.1652215,39.9525839
"815",-86.158068,39.768403
"816",-74.0059728,40.7127753
"817",-77.0368707,38.9071923
"818",-77.0368707,38.9071923
"819",-80.244216,36.0998596
"820",-87.6297982,41.8781136
"821",-92.4801989,44.0121221
"822",-76.6121893,39.2903848
"823",-71.0588801,42.3600825
"824",-112.0740373,33.4483771
"825",-84.2135309,33.9412127
"826",-87.5691735,33.2098407
"827",-81.3444573,35.7344538
"828",-118.2436849,34.0522342
"829",-92.4801989,44.0121221
"830",-122.4194155,37.7749295
"831",-122.6764815,45.5230622
"832",-122.4194155,37.7749295
"833",-118.2436849,34.0522342
"834",-71.0588801,42.3600825
"835",-86.80249,33.5206608
"836",-122.6764815,45.5230622
"837",-71.0588801,42.3600825
"838",-76.6121893,39.2903848
"839",-122.4194155,37.7749295
"840",-89.4012302,43.0730517
"841",-73.9395687,42.8142432
"842",-77.0947092,38.984652
"843",-87.6297982,41.8781136
"844",-86.80249,33.5206608
"845",-122.1430195,37.4418834
"846",-122.4194155,37.7749295
"847",-78.4766781,38.0293059
"848",-79.9958864,40.4406248
"849",-122.4194155,37.7749295
"850",-82.3248262,29.6516344
"851",-94.6707917,38.9822282
"852",-80.1917902,25.7616798
"853",-118.255075,34.1425078
"854",-72.9278835,41.308274
"855",-114.0931588,46.5099225
"856",-117.7262981,33.5684605
"857",-72.9278835,41.308274
"858",-75.1652215,39.9525839
"859",-82.9987942,39.9611755
"860",-82.4571776,27.950575
"861",-75.1652215,39.9525839
"862",-122.2059833,47.6768927
"863",-79.9958864,40.4406248
"864",-93.2650108,44.977753
"865",-76.6121893,39.2903848
"866",-112.0740373,33.4483771
"867",-118.2436849,34.0522342
"868",-97.7430608,30.267153
"869",-122.3320708,47.6062095
"870",-95.3698028,29.7604267
"871",-74.0059728,40.7127753
"872",-89.4012302,43.0730517
"873",-75.1652215,39.9525839
"874",-121.4943996,38.5815719
"875",-77.0947092,38.984652
"876",-118.1331593,33.9401088
"877",-116.2146068,43.6187102
"878",-118.2436849,34.0522342
"879",-90.1994042,38.6270025
"880",-112.0740373,33.4483771
"881",-84.3879824,33.7489954
"882",-71.4128343,41.8239891
"883",-75.2743467,40.1023319
"884",-74.0059728,40.7127753
"885",-86.80249,33.5206608
"886",-118.2436849,34.0522342
"887",-76.6121893,39.2903848
"888",-79.9958864,40.4406248
"889",-94.6274636,39.114053
"890",-71.0588801,42.3600825
